date,symbol,name,price,mavg_price
1150820,03080T,台積電群益5A售16,,0.65
1150820,03082T,聯發科群益5A售14,,0.15
1150820,03083T,聯發科凱基5A售14,0.11,0.13
1150820,03084T,臺股指元大5A售31,0.22,0.24
1150820,03085T,臺股指元大5A售32,,0.27
1150820,03086T,燿華國票5A售03,,1.21
1150820,030889,元債2X永豐64購01,0.45,0.45
1150820,03089T,台玻國票5B售02,0.66,0.82
1150820,03090T,燿華凱基5A售04,1.27,1.35
1150820,03091T,T50正2永豐61售02,0.82,0.85
1150820,03092T,毅嘉富邦5B售01,0.57,0.57
1150820,03093T,日本2X凱基5A售02,,0.41
1150820,03094T,台玻凱基5B售03,0.64,0.76
1150820,03095T,京元電凱基5A售05,1.01,0.96
1150820,030967,鴻海凱基68購02,3.89,4.42
1150820,03096T,玉晶光凱基5A售02,0.37,0.63
1150820,03097T,威盛國票5B售05,,0.46
1150820,03098T,威盛國票5B售06,0.67,0.66
1150820,03099T,南亞科台新5A售06,0.10,0.10
1150820,03100T,臺股指台新5A售03,,0.47
1150820,03101T,聯發科永豐5B售08,,0.10
1150820,03103T,台灣50群益5A售08,,0.30
1150820,03104T,台玻群益5A售06,,0.56
1150820,03105T,台積電群益5A售19,0.96,0.95
1150820,03106T,聯發科群益5A售16,0.44,0.42
1150820,031074,美債2X永豐64購01,0.66,0.65
1150820,03107T,玉晶光群益5C售01,0.47,0.71
1150820,03108T,華邦電國泰5B售01,0.12,0.17
1150820,03109T,聯發科國票5A售06,0.28,0.28
1150820,03110T,緯穎國票5B售06,0.18,0.22
1150820,03111T,緯穎國票5C售02,0.12,0.17
1150820,03112T,T50正2台新5B售02,,0.60
1150820,03113T,南亞科台新5A售08,,0.09
1150820,03114T,台灣50富邦5B售03,0.38,0.39
1150820,03116T,臺股指富邦5B售12,0.33,0.35
1150820,03117T,T50正2元大5A售10,,0.44
1150820,03118T,台股增元大5A售02,0.58,0.79
1150820,03119T,南亞科中信5B售02,0.03,0.06
1150820,03120T,台灣50凱基5B售07,0.52,0.58
1150820,03121T,香港2X凱基5C售01,0.83,0.94
1150820,03122T,聯發科凱基5B售05,0.07,0.07
1150820,03123T,臺股指凱基5B售12,,0.40
1150820,03124T,臺股指凱基5C售18,,0.47
1150820,03125T,台積電元大5B售09,,0.96
1150820,031266,台塑統一68購01,0.71,0.70
1150820,031269,川湖統一62購01,,8.86
1150820,03126T,聯發科元大5B售07,0.24,0.21
1150820,031272,台達電統一62購01,,5.23
1150820,031273,鴻海統一5C購03,0.79,0.97
1150820,031274,鴻海統一68購01,1.09,1.25
1150820,031278,致茂統一5A購01,,6.55
1150820,03127T,國巨國票5B售03,0.03,0.53
1150820,031286,建準統一62購01,0.35,0.41
1150820,031288,長榮太統一5A購01,,0.38
1150820,031289,長榮太統一62購01,0.35,0.44
1150820,031292,奇鋐統一68購01,1.72,1.71
1150820,031296,亞光統一59購01,,0.01
1150820,031297,亞光統一5B購02,,0.05
1150820,03129T,台灣50台新5B售03,,0.50
1150820,031308,智伸科統一62購01,0.30,0.34
1150820,03130T,T50正2台新5C售03,0.63,0.73
1150820,031316,台塑化統一68購01,1.18,1.10
1150820,031319,緯穎統一59購02,,2.78
1150820,03131T,鴻海台新5B售02,1.16,1.02
1150820,031321,昇陽半統一5B購01,0.50,0.74
1150820,03132T,智邦台新5B售02,1.90,1.65
1150820,03133T,南亞科台新5B售01,0.10,0.11
1150820,03134T,盟立台新5B售02,0.10,0.12
1150820,03135T,力積電台新5B售03,0.54,0.83
1150820,03136T,臺股指台新5B售01,,0.53
1150820,03137T,聯發科群益5B售07,1.43,1.35
1150820,03138T,AES群益5B售03,,0.82
1150820,03139T,臺股指群益5B售18,0.43,0.49
1150820,03140T,華邦電中信5B售02,0.02,0.03
1150820,03141T,群創中信5B售02,0.03,0.04
1150820,03142T,力積電中信5B售03,0.09,0.13
1150820,03143T,臺股指中信63售07,,0.69
1150820,03144T,台灣50凱基5C售07,,0.41
1150820,03145T,台灣50凱基5C售08,0.52,0.56
1150820,03146T,台股增凱基5C售02,0.66,0.85
1150820,03147T,AES凱基5B售04,0.77,0.75
1150820,03148T,臺股指凱基65售05,0.56,0.56
1150820,03149T,FB台50元大65售02,1.06,1.08
1150820,03150T,台積電群益5B售11,,0.73
1150820,031526,鴻海凱基64購03,,5.07
1150820,03152T,群創群益61售01,,0.09
1150820,03153T,群創國票5B售01,,0.04
1150820,03155T,川湖台新5B售03,0.10,0.09
1150820,03156T,啟碁台新5B售02,,0.86
1150820,03157T,力積電台新5B售05,0.77,0.85
1150820,03158T,臺股指台新5B售03,,0.89
1150820,03159T,台灣50中信65售02,0.70,0.72
1150820,03160T,T50正2中信65售01,0.66,0.68
1150820,03161T,臺指2X中信65售01,0.71,0.71
1150820,03162T,聯電中信5B售01,0.06,0.07
1150820,03163T,台積電中信65售04,0.69,0.69
1150820,031643,鴻海凱基64購04,,2.31
1150820,03164T,日月光中信5B售01,0.09,0.10
1150820,03165T,華邦電凱基5C售02,,0.17
1150820,03166T,勤誠凱基5B售04,0.88,0.73
1150820,03167T,臺股指元大5B售20,,0.39
1150820,03168T,金寶台新5B售02,0.70,0.76
1150820,03169T,群創台新5B售03,0.04,0.04
1150820,03170T,鈞興台新5B售02,,1.33
1150820,03171T,昇陽半台新5B售05,1.24,1.12
1150820,03172T,元石油群益5B售03,,1.35
1150820,031730,道瓊銀國票5B購01,6.95,5.67
1150820,03173T,SGBR2X群益5B售06,1.16,1.28
1150820,03174T,啟碁群益5B售03,,0.17
1150820,03175T,力積電群益5B售03,0.52,0.62
1150820,03176T,T50正2富邦61售09,0.48,0.57
1150820,03177T,T50正2富邦65售01,,0.65
1150820,03178T,聯發科國票5C售04,0.67,0.64
1150820,03179T,T50正2凱基5C售02,0.87,0.93
1150820,03180T,元石油凱基5B售03,1.00,1.09
1150820,031815,T50反1富邦62購01,0.08,0.06
1150820,03181T,SGBR2X凱基5B售05,0.97,1.04
1150820,03182T,台積電凱基5B售20,0.92,1.02
1150820,031834,鴻海凱基68購03,,3.09
1150820,03183T,台積電凱基61售10,,1.06
1150820,03184T,聯發科凱基5B售08,0.17,0.19
1150820,03185T,台灣50國泰5C售02,1.00,1.06
1150820,031874,奇鋐國票59購01,,11.31
1150820,03188T,臺股指國泰5B售01,0.64,0.79
1150820,03189T,T50正2元大5B售09,0.58,0.66
1150820,03190T,聯發科元大5B售18,0.80,0.79
1150820,03191T,貿聯元大5B售08,1.23,1.31
1150820,03192T,臺股指元大5B售21,0.38,0.44
1150820,03193T,臺股指元大5C售15,0.54,0.65
1150820,03194T,台積電台新5B售07,0.49,0.52
1150820,03195T,台積電台新5B售08,,0.69
1150820,03196T,台積電台新5C售05,0.73,0.73
1150820,03198T,台積電台新62售08,,0.67
1150820,03199T,台積電台新63售02,0.66,0.66
1150820,03200T,威盛台新5B售02,,1.39
1150820,03201T,聯發科台新5B售05,0.42,0.41
1150820,03202T,聯發科台新5B售06,0.45,0.41
1150820,03204T,台灣50群益5B售08,,0.55
1150820,03205T,T50正2群益5B售01,,0.93
1150820,03206T,台積電群益5B售14,1.14,1.18
1150820,032075,鴻海凱基68購04,2.20,2.84
1150820,03207T,聯發科群益5B售10,1.04,0.99
1150820,03208T,晶豪科群益5B售02,,0.68
1150820,03209T,嘉晶群益5B售02,0.43,0.56
1150820,03210T,臺股指群益5B售19,0.50,0.53
1150820,03211T,T50正2凱基5B售08,0.73,0.79
1150820,03212T,台積電凱基5B售21,0.84,0.87
1150820,03213T,台積電凱基63售10,,1.84
1150820,03214T,臺股指凱基61售09,0.90,0.84
1150820,03215T,智邦台新5B售04,2.41,2.13
1150820,03216T,漢唐台新5B售03,,1.04
1150820,03217T,漢唐台新5B售04,0.89,0.78
1150820,03218T,南亞科台新62售03,0.24,0.33
1150820,03219T,京元電台新5B售04,3.20,3.06
1150820,03220T,緯創台新5B售03,0.31,0.30
1150820,03221T,日月光台新5B售02,,0.87
1150820,03222T,jpp台新5B售02,1.25,1.47
1150820,03223T,台積電元大5B售16,,0.45
1150820,03225T,晶豪科凱基5B售05,0.16,0.23
1150820,03226T,美費半元大5B售03,0.75,0.81
1150820,03227T,台積電元大5B售18,,0.73
1150820,03228T,兆赫國票5B售02,,1.51
1150820,03229T,世芯國票5C售01,2.01,2.05
1150820,03230T,世芯國票63售02,2.32,2.38
1150820,03231T,T50正2群益5B售04,0.86,0.82
1150820,03232T,台股增群益5B售04,0.64,0.79
1150820,03234T,智邦群益65售01,0.84,0.78
1150820,03235T,緯創群益63售02,,0.29
1150820,03236T,臺股指群益5B售21,,0.49
1150820,03237T,南亞科台新5C售03,0.20,0.31
1150820,032385,鴻海凱基64購05,,2.96
1150820,032388,台積電凱基5B購06,,12.94
1150820,03238T,世芯台新5B售03,1.12,1.18
1150820,03239T,臺股指台新5B售06,0.56,0.62
1150820,03241T,台灣50富邦5B售05,,0.50
1150820,03242T,台灣50富邦5C售14,,0.59
1150820,03245T,T50正2富邦62售04,0.73,0.75
1150820,03246T,台積電富邦63售05,,0.57
1150820,03247T,臺股指富邦5B售14,0.31,0.29
1150820,03248T,臺股指富邦5B售15,0.56,0.61
1150820,03249T,臺股指富邦61售14,,0.97
1150820,03250T,臺股指富邦65售03,,0.60
1150820,03251T,聯電元大5B售09,,0.16
1150820,03252T,台積電元大5B售19,0.41,0.55
1150820,03253T,台灣50凱基5C售09,0.62,0.66
1150820,03254T,T50正2凱基63售05,,0.90
1150820,03255T,創見凱基5B售05,0.56,0.58
1150820,032564,鴻海國票59購02,,1.16
1150820,03256T,臺股指凱基5C售19,,0.58
1150820,032579,晶心科國票5B購01,0.45,0.54
1150820,03257T,台灣50台新5B售08,0.83,0.91
1150820,03258T,T50正2台新5B售06,,0.71
1150820,03259T,鴻海台新5B售05,,1.27
1150820,03260T,鴻準台新5B售03,1.54,1.48
1150820,03261T,漢唐台新5B售06,,0.66
1150820,03262T,緯創台新5B售04,,0.67
